y,U_x,U_y,U_z,p,k,epsilon,nut
-1,0,0,0,0.0470118,0.00132386,0.0822538,3.62731e-08
-0.98,0.417387,0.00013819,0,0.0470244,0.0162963,0.0437598,0.000561397
-0.96,0.564472,0.000426021,0,0.0470492,0.018467,0.0290484,0.00106299
-0.94,0.661693,0.000836711,0,0.0470796,0.0181969,0.0215748,0.0013866
-0.92,0.739001,0.00135892,0,0.0471134,0.0171015,0.0167185,0.00157644
-0.9,0.804311,0.00199415,0,0.0471488,0.0154982,0.0131282,0.00164923
-0.88,0.861864,0.00272699,0,0.0471841,0.0135606,0.0101603,0.00163131
-0.86,0.913112,0.00353907,0,0.047218,0.0113941,0.00758512,0.00154247
-0.84,0.957872,0.0043975,0,0.047249,0.00912983,0.00536226,0.00140411
-0.82,0.996143,0.00523958,0,0.0472763,0.00696045,0.00349982,0.00125311
-0.8,1.0261,0.00597687,0,0.0472986,0.0051252,0.00211405,0.0011338
-0.78,1.04775,0.00653477,0,0.0473155,0.00376389,0.00118509,0.00109062
-0.76,1.06019,0.00683229,0,0.0473272,0.00298997,0.000703815,0.00117202
-0.74,1.06693,0.00694456,0,0.0473367,0.00258128,0.000458412,0.0013392
-0.72,1.07022,0.00693556,0,0.0473453,0.00238245,0.000336716,0.00153957
-0.7,1.07159,0.00685386,0,0.0473532,0.00229043,0.0002753,0.0017279
-0.68,1.07191,0.00672887,0,0.0473611,0.00224933,0.000242821,0.00188194
-0.66,1.07165,0.0065769,0,0.0473693,0.00223184,0.000224706,0.00199841
-0.64,1.07106,0.00640652,0,0.0473778,0.00222497,0.000214083,0.00208284
-0.62,1.07029,0.00622379,0,0.0473862,0.00222251,0.000207558,0.00214266
-0.6,1.06942,0.00603282,0,0.0473945,0.00222156,0.000203373,0.00218441
-0.58,1.06852,0.0058361,0,0.0474028,0.00222079,0.000200576,0.00221313
-0.56,1.06761,0.00563535,0,0.0474109,0.00221966,0.000198659,0.00223214
-0.54,1.06674,0.00543168,0,0.0474187,0.00221791,0.000197367,0.00224318
-0.52,1.06591,0.00522696,0,0.0474264,0.00221582,0.000196359,0.00225043
-0.5,1.06513,0.00502164,0,0.0474338,0.00221351,0.000195558,0.00225494
-0.48,1.0644,0.00481609,0,0.047441,0.00221109,0.000194943,0.00225709
-0.46,1.06374,0.00461089,0,0.0474478,0.00220874,0.000194469,0.0022578
-0.44,1.06313,0.00440603,0,0.0474544,0.0022065,0.000194062,0.00225795
-0.42,1.06257,0.00420175,0,0.0474607,0.00220446,0.000193738,0.00225753
-0.4,1.06207,0.00399818,0,0.0474666,0.00220268,0.000193477,0.00225692
-0.38,1.0616,0.00379495,0,0.0474724,0.00220102,0.000193244,0.00225624
-0.36,1.06119,0.00359263,0,0.0474777,0.0021997,0.00019307,0.00225556
-0.34,1.0608,0.00339058,0,0.0474828,0.00219848,0.00019291,0.00225493
-0.32,1.06046,0.0031891,0,0.0474876,0.00219747,0.000192781,0.00225438
-0.3,1.06015,0.00298797,0,0.0474921,0.0021966,0.000192669,0.00225389
-0.28,1.05986,0.00278719,0,0.0474964,0.00219585,0.000192573,0.00225348
-0.26,1.05961,0.00258673,0,0.0475003,0.00219522,0.000192492,0.00225313
-0.24,1.05938,0.0023865,0,0.0475039,0.00219467,0.00019242,0.00225284
-0.22,1.05917,0.00218653,0,0.0475072,0.0021942,0.00019236,0.0022526
-0.2,1.05898,0.00198675,0,0.0475103,0.0021938,0.000192307,0.0022524
-0.18,1.05882,0.00178713,0,0.0475131,0.00219346,0.000192261,0.00225223
-0.16,1.05868,0.0015877,0,0.0475155,0.00219317,0.000192222,0.00225209
-0.14,1.05855,0.00138834,0,0.0475178,0.00219292,0.000192187,0.00225197
-0.12,1.05844,0.00118917,0,0.0475196,0.00219273,0.000192161,0.00225189
-0.1,1.05834,0.000989991,0,0.0475214,0.00219254,0.000192135,0.0022518
-0.08,1.05828,0.000790941,0,0.0475225,0.00219242,0.00019212,0.00225175
-0.06,1.05822,0.000591896,0,0.0475236,0.00219231,0.000192105,0.0022517
-0.04,1.05818,0.000393929,0,0.0475243,0.00219224,0.000192095,0.00225167
-0.02,1.05816,0.000196891,0,0.0475246,0.00219221,0.00019209,0.00225166
-7.88754e-17,1.05814,-1.47852e-07,0,0.047525,0.00219217,0.000192085,0.00225164
0.02,1.05816,-0.00019719,0,0.0475246,0.00219221,0.00019209,0.00225166
0.04,1.05818,-0.000394232,0,0.0475243,0.00219224,0.000192095,0.00225167
0.06,1.05822,-0.000592205,0,0.0475236,0.00219231,0.000192105,0.0022517
0.08,1.05828,-0.000791259,0,0.0475225,0.00219242,0.00019212,0.00225175
0.1,1.05834,-0.000990318,0,0.0475214,0.00219253,0.000192135,0.0022518
0.12,1.05844,-0.0011895,0,0.0475196,0.00219272,0.000192161,0.00225188
0.14,1.05855,-0.00138868,0,0.0475179,0.00219291,0.000192188,0.00225197
0.16,1.05868,-0.00158804,0,0.0475156,0.00219317,0.000192223,0.00225209
0.18,1.05882,-0.00178748,0,0.0475132,0.00219346,0.000192261,0.00225222
0.2,1.05898,-0.0019871,0,0.0475104,0.0021938,0.000192307,0.00225239
0.22,1.05917,-0.0021869,0,0.0475073,0.0021942,0.00019236,0.00225259
0.24,1.05938,-0.00238689,0,0.047504,0.00219467,0.000192421,0.00225284
0.26,1.05961,-0.00258714,0,0.0475004,0.00219522,0.000192492,0.00225313
0.28,1.05986,-0.00278762,0,0.0474965,0.00219585,0.000192573,0.00225348
0.3,1.06015,-0.00298841,0,0.0474923,0.0021966,0.000192669,0.00225389
0.32,1.06046,-0.00318956,0,0.0474878,0.00219747,0.000192781,0.00225438
0.34,1.0608,-0.00339104,0,0.047483,0.00219848,0.00019291,0.00225493
0.36,1.06119,-0.0035931,0,0.0474778,0.0021997,0.00019307,0.00225557
0.38,1.0616,-0.00379543,0,0.0474725,0.00220102,0.000193244,0.00225625
0.4,1.06207,-0.00399866,0,0.0474668,0.00220268,0.000193477,0.00225693
0.42,1.06257,-0.00420222,0,0.0474608,0.00220446,0.000193738,0.00225754
0.44,1.06313,-0.0044065,0,0.0474545,0.00220651,0.000194062,0.00225796
0.46,1.06374,-0.00461135,0,0.0474479,0.00220875,0.000194469,0.00225781
0.48,1.0644,-0.00481654,0,0.0474411,0.00221109,0.000194943,0.0022571
0.5,1.06513,-0.00502207,0,0.047434,0.00221352,0.000195558,0.00225495
0.52,1.06591,-0.00522737,0,0.0474265,0.00221582,0.000196359,0.00225044
0.54,1.06674,-0.00543208,0,0.0474189,0.00221791,0.000197367,0.00224318
0.56,1.06761,-0.00563572,0,0.047411,0.00221966,0.000198658,0.00223214
0.58,1.06852,-0.00583645,0,0.0474029,0.00222079,0.000200576,0.00221313
0.6,1.06942,-0.00603315,0,0.0473947,0.00222155,0.000203373,0.0021844
0.62,1.07029,-0.0062241,0,0.0473864,0.00222251,0.000207558,0.00214265
0.64,1.07106,-0.0064068,0,0.047378,0.00222497,0.000214083,0.00208283
0.66,1.07165,-0.00657717,0,0.0473695,0.00223184,0.000224707,0.0019984
0.68,1.07191,-0.00672912,0,0.0473613,0.00224932,0.000242822,0.00188193
0.7,1.07159,-0.00685409,0,0.0473534,0.00229043,0.000275303,0.00172789
0.72,1.07022,-0.00693578,0,0.0473455,0.00238245,0.000336721,0.00153955
0.74,1.06693,-0.00694476,0,0.0473369,0.00258129,0.000458421,0.00133918
0.76,1.06019,-0.00683247,0,0.0473274,0.00298999,0.000703834,0.001172
0.78,1.04775,-0.00653494,0,0.0473157,0.00376392,0.00118513,0.0010906
0.8,1.0261,-0.00597702,0,0.0472988,0.00512525,0.00211411,0.00113379
0.82,0.996143,-0.00523971,0,0.0472766,0.00696052,0.00349991,0.0012531
0.84,0.957871,-0.00439761,0,0.0472492,0.00912993,0.00536238,0.00140411
0.86,0.913112,-0.00353915,0,0.0472182,0.0113943,0.00758526,0.00154247
0.88,0.861863,-0.00272705,0,0.0471844,0.0135607,0.0101605,0.00163131
0.9,0.804311,-0.00199419,0,0.047149,0.0154984,0.0131284,0.00164924
0.92,0.739001,-0.00135894,0,0.0471137,0.0171016,0.0167186,0.00157645
0.94,0.661693,-0.000836705,0,0.0470799,0.018197,0.0215748,0.00138661
0.96,0.564472,-0.000426004,0,0.0470494,0.018467,0.0290484,0.001063
0.98,0.417388,-0.000138174,0,0.0470247,0.0162964,0.0437598,0.0005614
1,3.76108e-15,-3.18732e-19,0,0.047012,0.00132387,0.0822541,3.62732e-08
